,Bio_personality,food_drink,hobby_interests
8700,"đôi khi ko thích chia sẻ nhiều lắm, nhưng lúc high thì lại muốn nói rất nhiều, , thích có ko gian riêng tư 1 mình","nước ngọt, trà sữa",Video Game
8701,"thích yên tĩnh, khá hướng nội. thích sạch sẽ",Phở,Bơi lội
8702,Bình thường,Salad,"toán, bóng chuyền, bóng đá, đọc truyện"
8703,"bạn bè., thích ở một mình với gia đình","pepsi, phở bò","truyện, tin khoa học, game, hóng drama, phim"
8704,Em thích ở tập thể nhưng có không gian riêng. Em hướng nội hướng ngoại part time,"trà sữa, xôi, gà rán","xem phim, truyện, đọc tiểu thuyết, nghe nhạc"
8705,Hướng ngoại vui vẻ hòa đồng,"các loại bánh ngọt, pizza, mặn","chơi game, đọc sách, vẽ, thiết kế, nghe nhạc"
8706,người hướng nội,Trứng ốp la,Thể hình
8707,"ít nói nhưng thích đám đông, người thân, thích đi chơi với bạn bè","coca cola, cá viên chiên mắm tỏi, chanh muối, thích ăn cay","game, đọc truyện"
8708,"là một người khá là trầm tư, ngại bộc lộ tâm tư tình cảm cá nhân với người khác., thích suy diễn mọi chuyện trên đời","mỳ trộn, phở, ..., cơm tấm","xem phim ngôn tình, phim hoạt hình"
8709,Thích cứ gái,Bánh mì,Đá banh
8710,"ngày ngủ đêm bay, là người hướng lung tung",Kem,"đọc sách, xem phim, vẽ, đàn hát"
8711,Huong noi va thich o mot minh,"rau, cơm",Ko
8712,"tích cực, lạc quan năng động",Bánh cuốn,"chiêm tinh học, kpop, thần số học, tiếng anh..."
8713,"mình hk thích sự gượng ép, không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì, mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác","bánh xèo, bánh mì",Cầu lông
8714,hướng nội,"ăn vặt, nước ngọt","đá bóng, tiếng anh"
8715,"bạo lọan, náo động vùng trời :)",Không có cụ thể thích 1 món ăn hay đồ uống nào,"đọc sách, chơi game"
8716,"đôi lúc hướng nội, đôi lúc hướng ngoại",mì cay trà sữa,"chơi game, đọc sách, vẽ"
8717,Hướng nội,"stings, bánh mì, coca cola, cơm, mì gói",Nghe nhạc
8718,"chỉ thích ngủ một mình, hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ","trà đào…, trà sữa, tôm chiên, kem","thường thức tác phẩm nghệ thuật, xem phim"
8719,Hướng nội,"bún chả, bánh gai, ăn pizza, phở bò","bóng bàn, thích đá banh"
8720,"là người ít nói, khá vui vẻ",Mì cay,"đi dạo, đi ăn"
8721,"thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ, người hay thay đổi","cơm ngon còn bánh bao hơi dở, cũm được","coi phim, học, tham gia hoạt động ngoại khoá, du lịch, ăn uống"
8722,Hướng nội ít nói thik ở một mình,Mì cay,"công nghệ, đọc truyện, coi phim"
8723,"cần cù, năng động, tích cực",đồ ngọt,Đi dạo
8724,Vui vẻ,Socola ngọt ngào có chút đắng,"đi chơi, đọc sách"
8725,"nhiệt tình, hòa đồng, vui vẻ","bánh ngọt, kem",Câu cá đá bóng
8726,Hoà đồng,"coca cola…, kẹo dẻo",Hát
8727,"hướng nội, tôi là một người ít nói, thích ở một mình",pepsi vị chanh không calo,"được ăn, tập thể dục ngoài trời, tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh., ngắm bầu trời, decor phòng, đi phượt, đọc sách, coi anime, đạp xe đạp, nấu ăn, tập trung nghiên cứu một vấn đề nào đó, đi từ thiện"
8728,Hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),"cơm tấm, bún bò, phở",Thích đi du lịch
8729,"một người ít nói hướng nội, thích ở một mình","nước nha đam, đốc cơ thanh ., bánh ngọt, các loại xôi vs chè, sữa chua, sữa của các hạt đậu, trà ô long, e thik các loại nước ngọt không có gas vd như nước yến, e thik ăn các loại bánh mỳ, sữa trái cây",Chơi game
8730,"lúc nói nhiều lúc nói ít, thiên về cảm xúc nhiều hơn lí trí","mình thích uống trà sữa, hoặc các loại nước có gas","pokemon, chiêm tinh, phong thủy, kinh quẻ, đông y"
8731,Hướng nội,thích ăn mì cay,Thích đọc sách
8732,"hay ngại, vui vẻ",Cứ đồ ăn là thích,"mua sắm, xem phim"
8733,"hoà đồng với mọi người, một người vui vẻ",các thế loại mì,Thích đi karaoke
8734,thích đi đâu đó,"không thích ăn cay lắm, thích bánh sandwich nướng, thích đồ ăn có trứng muối, ..., thích đồ ngọt",Trò chơi điện tử
8735,"ít nói, yên tĩnh","pizza, spaghetti, salad, các đồ ăn hỗ trợ cho việc giảm cân, khoai tây lắc","xem phim, thích chơi cầu lông"
8736,Dễ chịu,Bánh chocopie,"phim hành động, nghe nhạc, các chương trình giải trí"
8737,"thích tìm hiểu, áp dụng công nghệ mới",Sữa Milo,Ngủ
8738,"thích tụ tập bạn bè thân thiết ở nhà, người hướng nội cởi mở",Cà phê,Thích học thích code
8739,", hướng nội, hướng ngoại",Món nào hợp khẩu vị thì mình ăn,chơi game
8740,Hướng nội,Trà sữa,"chơi vape, thích chơi bóng rổ"
8741,Tùy lúc,"đùi gà, bún đậu mắm tôm, trà đào, bia, 7up","xem phim, truyện"
8742,"hướng nội, ít nói",bánh kẹp thịt bò với sữa,Thích chơi suốt ngày
8743,Là người thích ở một mình,Bạc sỉu,Nghe nhạc
8744,Hướng nội,Cheese fries,online shopping
8745,Hướng ngoại thích giao tiếp vui vẻ hoà đồng,Bún đậu,"pha chế, nấu ăn, thư giãn, thích đọc sách"
8746,Không thích nơi đông người,"trà sữa, bánh cuốn, bún chả, mỳ xào","nghe nhạc, thiên văn học, đọc sách"
8747,"thích yên tĩnh, không thích giao tiếp với người lạ, ghét phiền phức, thích ở 1 mình","bánh mì thịt xá xíu, bún thịt nướng",Vẽ
8748,Trung lập,Đồ hàn,"học công nghệ, chơi game"
8749,"mình là ng dễ giao tiếp, cũng có lúc hướng nội có lúc hướng ngoại",Bún bò phở hu tiu com tam,"lịch sử, văn học"
8750,Là người hướng nội part time,Bún đậu,"nghe nhạc, đọc sách, nấu ăn, xem phim, du lịch"
8751,Ít nói hướng nội,"sữa tươi trân châu đường đen, đồ ăn hàn quốc","nấu ăn, bơi lội, xem phim"
8752,Indoor type,"gà phô mai, trà sữa",chơi game
8753,"hiểu biết., ít nói, rụt rè, e là một người khá tự ti, là người hướng nội, sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt",Kem,Chơi game
8754,"phần hướng nội nhiều hơn, nửa hướng ngoại, một người nửa hướng nội",hamburger,Nghe nhạc xem phim đi lượn đường
8755,"thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng, không lười thì đi có hứng thì xác xe, là một ambivert",Mình thích ăn tất cả những gì mình thấy ngon. Riêng đồ uống thì mình có niềm đam mê sâu sắc với Rau Má,"đàn, ngắm cảnh, ngủ, hát"
8756,"vui vẻ, nhưng vẫn hoà đồng, ít nói, hướng nội","bánh bột lọc, nước rau má","đọc sách, nghe nhạc"
8757,Hướng nội thích ở một mình,đồ ăn Hàn Quốc,Thích nghe nhạc
8758,"thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra, ngăn nắp dù hay bày bừa (xong rồi dọn ngay), dễ quạu dễ nguôi, hay dài dòng, hướng nội part time, v.v, hoặc có backup), thích mọi thứ có trật tự, hướng ngoại full time, thích trò chuyện",Hầu hết các món con người dùng được,"…, tin học, yoga, toán"
8759,Hướnh ngoại,"bún trộn, nem nướng nha trang, mỳ tôm, gà rán",Bóng chuyền
8760,"thích vui, vui vẻ, nghiêm túc, thoải mái",Thịt nướng,Đánh võ
8761,Nói nhiều thích đám đông,"mình rất thích đồ ăn vặt, đặt biệt là trà sữa, đồ nướng",vẽ
8762,"hướng ngoại, thích thử thách",Bún bò,coi phim hoạt hình
8763,"có lòng tự trọng, là một người khiêm nhường",cơm chiên trứng,"đi dạo ngắm cây, vẽ, vận động thể lực (nhẹ), xem phim, hát, nghe nhạc, dọn dẹp, tấu hài, tám chuyện, chụp ảnh"
8764,Hướng nội nhưng thích làm social media,"fanta, sting, gà rán, thịt xào nấm mèo, bánh mì, nui xào, c2",Mình thích ngôn ngữ
8765,"hoà đồng, thích đông vui, thích một mình, ",Trà Đào,chơi cờ vua
8766,Thích ở một mình,"...., bánh mì, cafe","nghe nhạc, chơi game, xem tin tức công nghệ"
8767,Hướng nội,"cá kho, canh cải, ...",Vẽ
8768,Hướng nội,Thích caffee,"thích đá bóng, toán, thiên văn học, bơi lội"
8769,"50% hướng ngoài, là người 50% hướng nội",Fanta vị nho : D,"đi đây đi đó với bạn bè( một mình), thích đi du lịch"
8770,Hướng nội,Socola đá xay,Đếm tiền
8771,Hướng ngoại,Coca,"game, dark fantasy manga"
8772,"dễ tính, xàm, nói nhiều",Chocolate,Bóng rổ
8773,"thích kết bạn, hướng ngoại",ăn đồ tự nấu,Ko thích gì hết
8774,thích kết bạn,"nước c2 chanh, táo, phở",Ngủ
8775,Thích ở một mình,Đồ ăn Hàn. Đồ uống healthy,"thik chạy bộ, , e thik chơi cầu lông"
8776,Hướng nội,"kem, bánh ngọt","đi cắm trại, đá bóng, chơi game, bóng rổ, đi du lịch, thích coi phim"
8777,Hướng ngoại part-time,Không quá kén chọn,"bóng rổ, đi chơi cùng bạn bè người thân, cafe, đá bóng"
8778,"hoà đồng, thân thiện","uống trà sữa, thích ăn vặt",vẽ
8779,"hướng ngoại, dễ thích nghi","bánh ướt, bún cá, trà đá, bún riêu","em thích chơi nhạc cụ, học ngoại ngữ"
8780,Tính cách thất thường,Spaghetti,shopping
8781,hướng nội,"xôi, trứng, cơm chiên, pepsi, ..., bánh mì, mì cay, trà sữa",Chơi
8782,Hướng nội,"lẩu gà, hột vịt lộn rang me, cháo lòng, lẩu bò, lẩu thái, ........., bánh chuối chiên, gà hấp nước mắm, chè bưởi, bún mắm, bánh canh, hủ tiếu xào, bánh xèo, bò nướng, mì xào, canh kim chi, gà rán, bò né, bún riêu, bánh tép, cút lộn rang me, cháo gà, bún bò, bánh bao, trà sữa, nem nướng, ham bơ gơ","học toán, ngủ, thể thao"
8783,"vui vẻ, một người hoà đồng thích, thích sạch sẽ, có quy tắc riêng","mì cay, cá hồi","lướt mxh, vẽ"
8784,"thích nghệ thuật, là một người nội","mình rất thích ăn đồ ăn cay, đặc biệt là mì cay","tập thể dục, xem phim, đọc sách, nghe nhạc"
8785,"hướng nội, thích tận hưởng không gian 1 mình",Suit my taste is fine,"…, nghe nhạc, đọc sách, đá banh"
8786,"hướng nội, ngoại",Chocolate,Ca hát
8787,Không thích sự ồn ào,Ăn đồ ngon,", chơi game, chụp ảnh, xem phim, edit"
8788,Huong Noi,Không rõ,"đọc sách, âm nhạc ( nghe nhạc), đàn guzheng, bóng rổ, xem phim"
8789,"thích ở một mình, ít nói hướng nội","bánh mì, trà sữa, cơm tấm, bò kho",Đọc truyện viết code
8790,"thích ở một mình, ...., một người ít nói hướng nội","cơm, snack, coca cola",Học ngoại ngữ
8791,Năng động,"bánh mì, xôi, coca cola",Thích đi bộ
8792,Là người hướng nội,Bánh kẹp thịt,Ở nhà một mình
8793,"tích cực, vui vẻ, hoà đồng","rau má mix, nem nướng","thích chơi game, thích đá bóng"
8794,Bình thường 🤤,"ăn vặt, đặc biệt là tôm, thích ăn bánh mì, bị dị ứng hải sản có vỏ",mình thích hát
8795,Vui tính,"nước cam, bún đậu mắm tôm","làm mô hình, viết lách, đọc sách, vẽ"
8796,Lowkey,"hủ tiếu, cơm tấm, mì quảng","thích khoa học, bơi lội., thích đá bóng"
8797,Thích sống ở trọ,Phở,Chơi game
8798,"lười giao tiếp..., thích ở nhà hơn là ở ngoài","snack khoai tây, bánh mì kẹp các loại, kem ốc quế...",Toán
8799,"thích không gian riêng, ít nói",Cà phê,Đọc sách
8800,"là 1 người ít nói hướng nội, thích ở 1 mình",Bánh mì,Nghe nhạc
8801,Thích một mình nhưng lại sợ cô đơn,"nước ép, bún đậu, mì cay","thích đọc truyện, nghe nhạc, học tiếng anh"
8802,Hướng nội,"trà đào, cơm tấm long xuyên, bún cá châu đốc","học công nghệ, coding, xem bóng đá"
8803,"hướng nội, tham công tiếc việc, tình cảm",Thịt,"đá bóng, đá cầu, thích khám phá xung quanh"
8804,Vui vẻ hoạt bát năng động nhưng hơi hướng nội,trà sữaaaaa,Đọc sách
8805,Ồn ào,Ăn được uống được,"đọc sách, đánh bóng bàn"
8806,Ít nói nhưng hay chia sẻ với mn,"nước cam, bông lan trứng muối","uống cà phê, nằm dài nghe nhạc"
8807,"hướng nội, thích ở 1 mình, cá tính mạnh",Có ăn là được,"bơi, chạy bộ"
8808,Trầm trầm nhưng lúc cần vẫn vui hết mình,ăn cơm mẹ nấu,Đá bóng
8809,"năng động, vui vẻ...","mình ăn thích ăn đồ healthy, ít mỡ, ít đường",Thích chơi với chó mèo
8810,Hướng nội part time,Dưa hấu,"xem anime, vẽ tranh, thể dục"
8811,mình ambivert,"bánh xèo, red bull",Chơi thể thao
8812,Hướng nội nói nhiều,Bánh tráng các loại,"du lịch, đi tập thể dục, đi ăn, đi coi phim"
8813,Vui nhộn,"mì quảng, cơm gà, sâm bổ lượng, nước ngọt có ga, hoành thánh, bánh mì, hủ tiếu nam vang, cơm sườn, mì các loại, bò kho, cơm chiên các loại, khô các loại, xôi mặn, beer, cơm bò xào, cà phê, cơm đậu hũ dồn thịt xốt cà","hít thở không khí trong lành ở công viên, đọc sách.., nghe nhạc"
8814,"quan tâm người khác, hòa đồng, chia sẽ",Bánh ngọt,Đọc sách
8815,Đôi lúc hướng ngoại đôi lúc hướng nội,Ăn cơm,"bơi, diy.., cầu lông"
8816,Nói nhiều hướng ngoại thích đi đây đó,Đi ăn với bạn,Nghe nhạc
8817,"nói nhiều với người quen, ít nói với người lạ",trừ đồ đắng ra thì mình đều ăn được,Đọc sách
8818,Cầu toàn,snack,Nghiên cứu về tài chính
8819,"thích giao lưu, quyết đoán, nhiệt tình",Trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn,"khám phá xung quanh, du lịch"
8820,"hơi hướng nội, thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người","kem, xúc xích, sting",Bơi
8821,Mình khá ít nói cũng như là hướng nội,"Mình thích ăn đồ ngon=))))
Ăn chay hay ăn mặn gì cũng đc",Đọc sách
8822,Extrovert,"nước dưa hấu ép, ..., bún chả, bánh canh, bánh xèo",Lưới fb
8823,Ít nói nhiều,Gà jollibee,"thử nhiều điều mới, thích học ngôn ngữ anh, chơi thể thao, đọc sách"
