,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
1729,Nữ,Bac Lieu,hướng ngoại với người quen hướng nội nhưng thích làm social media,thịt sườn cơm chiên trứng sprite,ngủ:)) học hóa tò mò về cách vận hành của xã hội,"Vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng, OCD càng tốt. Không quá tính toán hơn thua, tính khôn lỏi",xem các show giải trí thực tế shopping hích võ taekwondo,2,1
1730,Nam,Quang Ninh,dễ tiếp xúc ghét sự cô đơn,bánh xèo trà sữaaaaa,thích đọc truyện dân chơi hệ điều hành (windows chạy bộ,"người hiểu chuyện, không vô duyên, biết tôn trọng, lắng nghe, sạch sẽ, ăn mặc ổn, vui tính, cùng tần số, lịch sự",sở thích của mình là thay vì thoát khỏi áp lực yoga,9,1
1731,Nữ,Thai Binh,trầm tính.,uống caffee ham bơ gơ,thích động vật học tiếng nhật vệ sinh máy tính đi tập thể dục sở thích của mình là thay vì thoát khỏi áp lực,"HIỀN HÒA , GỌN GÀNG",bói tử vi đi chơi xem phim đặc biệt là thích nhạc của sơn tùng m-tp chơi bóng rổ làm gốm,8,7
1732,Nam,Ha Tinh,ngại bộc lộ tâm tư tình cảm cá nhân với người khác. nghiêng về hướng ngoại ở một mình cọc cằn,cơm bò xào kfc cơm tấm sườn bì chả các món nhiều gia vị món nào mình thấy hợp thì đều thích ăn,"nhảy coi anime đi mua sắm

không thích: chạy bộ ngủ lập trình","Thích những bạn hoạt bát, vui vẻ và sạch sẽ",chơi vape tụ tập với bạn bè,7,3
1733,Nữ,Dak Lak,hướng nội với người ngoài dễ tính mình là ng dễ giao tiếp,bạc sỉu bánh bột lọc bánh mỳ thích ăn vặt,các chương trình giải trí ăn uống,"Tử tế, ít nói","thích môn toán thích đi bộ call điện thoại thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích chơi game",1,7
1734,Nữ,Phu Tho,ít nói nhưng thích đám đông mình ambivert đôi lúc hướng ngoại đôi lúc hướng nội indoor type linh hoạt,thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon,lịch sử đàn guzheng travelling thích đọc truyện coi anime,"vui tính, tích cực",toán thích hút thuốc,6,8
1735,Nam,Nam Dinh ,người đang học trường fpt có lòng tự trọng,ăn hải sản coca cola…, call điện thoại chạy xe,"Vui tính, hoà đồng",thích khám phá xung quanh hacking bóng đá tập trung nghiên cứu một vấn đề nào đó,4,8
1736,Nữ,Vinh Phuc,nói nhiều hướng ngoại thích đi đây đó,phở); thức uống: nước có ga lẩu chay,cờ tướng,Tĩnh lặng,bơi lội sự logic thích những gì cần tư duy logic chính trị,1,7
1737,Nữ,Dak Nong,kiểu người thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ,nước lọc thích đồ chay bánh bò xoài lắc đồ ăn chay,thích học thích code đi chơi cùng bạn bè người thân online shopping,Freedom,chơi game thích chơi game offline tập thể dục ngoài trời mình thích hát học hóa,4,2
1738,Nam,Tuyen Quang,lowkey thích tự do khác trầm lạc quan năng động bạn bè.,"sương sáo các thứ
food: cái gì cũng ăn được. thích rau",mình còn có thể chơi cầu lông nữa,"Sạch sẽ, hoà đồng, hiểu biết",thích ngủ tắm (2l/ngày),5,8
1739,Nữ,Kien Giang,hay ngại đôi khi ko thích chia sẻ nhiều lắm có lúc hướng nội,đồ chiên,vân vân... chạy xe tiền chiêm tinh học tám chuyện,Hoà hợp,em thích chơi nhạc cụ đánh cờ vua thiết kế,9,4
1740,Nữ,Nghe An,thích kết bạn thích coi phim hiền hoà cầu toàn sống cống hiến,thích ăn mì tômmmmm mì trộn bánh mì kẹp các loại mì các loại hoặc các loại nước có gas,đạp xe đạp,"Vui tính, đơn giản",thể thao thích chơi với chó mèo,3,6
1741,Nữ,Quang Binh,là một người hướng nội dễ quạu dễ nguôi ít nói nhiều dễ chịu cực đoan,suit my taste is fine,đọc sách,"dễ gần, hòa đồng",coi phim hoạt hình,6,5
1742,Nam,Phu Yen,trải nghiệm,món ăn health nước trà (như c2 các món gỏi,chạy xe kiếm tiền chụp ảnh chiêm tinh,"cùng sở thích, hòa đồng, vui tính",vẽ...,3,9
1743,Nữ,Ninh Thuan,linh hoạt nhưng lúc high thì lại muốn nói rất nhiều hướng nội ít nói hoà đồng với mng,không thích ăn cay lắm ăn đồ ngọt uống nước ngọt,lịch sử,"Người vui tính, tốt bụng, siêng",trồng cây tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. xem anime,3,2
1744,Nữ,Long An,áp dụng công nghệ mới hướng nội ít nói tôi là một người ít nói người hướng nội nội tâm,rau lẩu mình rất thích ăn đồ ăn cay revive đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í.,học,"Hào phóng, biết chia sẻ",sở thích của mình là thay vì thoát khỏi áp lực bơi pokemon tiếng anh... bóng đá,8,1
1745,Nam,Vinh Phuc,hướng ngoài.,mì cay trà sữa,thích nhảy đi dạo ngắm cây học ngoại ngứ,"sạch sẽ gọn gàng và lịch sự, vui tính hài hước",đếm tiền thích xem phim,6,9
1746,Nữ,Tien Giang,hương ngoại nhưng khó kết bạn với hơi trầm nửa nội nử ngoại,cà phê sữa nước ngọt,shopping phim thần số học,"sạch sẽ, chăm chỉ, dễ chịu",ăn đi xe đạp đi cắm trại,1,6
1747,Nam,Ninh Thuan,có thể đi ăn ngoài nếu được mời thích ở nhà hơn là ở ngoài,khoai lang lắc xoài lắc thích đồ tự nấu lẩu cá đuối,chơi vape giải đố,Vui tính hòa đồng ,shopping chiêm tinh học ngủ:)),3,8
1748,Nam,Cao Bang,dễ chịu một người hướng nội thích sự im lặng có trách nhiệm hướng ngoại khi cần thiết,đồ ăn hàn quốc các loại thịt nướng lẩu kim chi ăn đồ ngon các món nhật,đánh cầu lông o buổi tối ăn,"Thoải mái, có ý thức",holywood nhiếp ảnh ngắm bầu trời,6,4
1749,Nam,Quang Nam,ngại bộc lộ tâm tư tình cảm cá nhân với người khác. thích vui vẻ mình là một người hướng ngoại một người hướng nội,thịt kho tàu udon,trồng cây,"hòa đồng, thân thiện",bóng chuyền choi game viết lách,3,1
1750,Nam,Vinh Long,trải nghiệm,bánh chuối chiên đồ thái mỳ cay coffee chill bánh,kiếm tiền bóng bàn,"người hiểu chuyện, không vô duyên, biết tôn trọng, lắng nghe, sạch sẽ, ăn mặc ổn, vui tính, cùng tần số, lịch sự",kinh quẻ coi phim hoạt hình esport,9,3
1751,Nữ,Binh Dinh,lười giao tiếp... linh hoạt thích tận hưởng không gian 1 mình,gà rán hay đồ chiên .... bánh tráng hơi kén ăn 1 chút sinh tố bơ,hội hoạ đánh bóng bàn ngắm bầu trời,"vui tính,  hòa đồng , dễ bắt chuyện ",nằm dài nghe nhạc hích võ taekwondo nghiên cứu về tài chính thích đồ ăn nhạt,9,3
1752,Nữ,Lang Son,hướng nội thích ở một mình thích có ko gian riêng tư 1 mình hướng nọpi ở một mình khó giao tiếp,thích ăn bánh mì dừa dầm........ các món nhật,ngắm bầu trời ... em thích chơi nhạc cụ,Không có,ăn uống được ăn,6,4
1753,Nam,Dong Thap,mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân hoà đồng vui vẻ thích suy diễn mọi chuyện trên đời hướng nội thích ở 1 mình,come gà thức ăn có vị cay ăn đồ cay bánh mì thịt xá xíu,thể dục xem phim ngôn tình call điện thoại phim hoạt hình đi ăn,"Thân thiện, hoà đồng, chăm chỉ, siêng năng, ăn ở sạch sẽ, gọn gàng.",thích bơi ngủ,9,8
1754,Nam,Ha Giang,thẳng tính,mặn quả bún chả nướng thịt bò các đồ ăn hỗ trợ cho việc giảm cân,ko nhảy,"Tôn trọng không gian riêng tư của người khác, sạch sẽ, chùi dọn phòng, im lặng vào ban đêm",nghe nhạc đu otp ...) o buổi sáng phim hoạt hình,3,4
1755,Nam,Ca Mau,"mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự muốn một mình nhưng sợ cô đơn",fast food bánh khọt những món có vị chua sâm bổ lượng,đạp xe thích học thích code badminton pokemon,"Hoạt bát, hoà đồng",du lịch thích vẽ,4,4
1756,Nam,Ca Mau,thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người,hủ tiếu nam vang,lướt mxh,Dễ nói chuyện và giàu,khoa học cà phê thường thức tác phẩm nghệ thuật,1,9
1757,Nam,Dien Bien,hay giận vu vơ,các loại trà trái cây,mac os ...) esports,Vui tính,thích chơi cầu lông,6,9
1758,Nam,An Giang,là một người nội,nước ép trái cây rau má mix bún đậu,thích chơi với chó mèo truyện,"Biết lắng nghe, giữ vệ sinh",phá máy tính xem youtube ngủ nghỉ ngơi học ngoại ngứ chơi thể thao âm nhạc ( nghe nhạc),8,6
1759,Nữ,Khanh Hoa,một người nửa hướng nội,ít mỡ trừ những món liên quan tới cá ; các dòng nước ngọt đều thích mì xào mì trộn,thích học bài video game thích tiếng anh ngủ,Học chung ngành và có chung sở thích,hít thở không khí trong lành ở công viên chơi o buổi tối phim truyền hình đọc tiểu thuyết,3,8
1760,Nữ,Ha Nam,là một người nội,bò nea đi ăn với bạn,tụ tập với bạn bè,"Hòa đồng, sạch sẽ ",thích thích hút thuốc,4,6
1761,Nữ,Bac Giang,mình là người thích đi chơi cùng những người bạn thân thiết không thích nơi đông người là một người 2 hướng ko thích đi chơi,bánh . nước coca . mì cay... không rõ cứ đồ ăn là thích fast food,thích xem tivi,"sạch sẽ, vui vẻ",mình thích ngôn ngữ,8,8
1762,Nữ,Gia Lai,dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. cũng hơi hướng ngoại thích trò chuyện hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ,các thế loại mì bánh tép đặc biệt là chè nước cam,học hỏi mình rất thích nghệ thuật,thằng bạn thích hút thuốc,vận động thể lực (nhẹ),1,4
1763,Nữ,Hai Duong,hướng nội nói nhiều lười giao tiếp... náo động vùng trời :) là 1 ng ít nói hướng nội cà thích ở 1 mình,come gà nước cam sữa milo drink: (ưu tiên) nước lọc miến trộn,cầu long. thích khoa học,"năng động, hiền, dễ tính",ngoại ngữ,8,6
1764,Nữ,Bac Lieu,đôi lúc hướng ngoại đôi lúc hướng nội sống lowkey,mì udon bánh tép gà cơm tấm sườn bì chả,khám phá xung quanh chạy bộ mầy mò linh kiện máy tính đọc sách mac os,"Biết nấu ăn, chăm chỉ, biết làm việc nhà giống mẹ thì càng tốt ",đi phượt ăn uống,2,4
1765,Nam,Binh Thuan,thích ở một mình nhưng lúc high thì lại muốn nói rất nhiều thích giao tiếp,cơm sườn nem nướng,đồ ăn ngọt thử nhiều điều mới thích coi phim,"Vui vẻ, hoà đồng, có tính tự giác, sạch sẽ, gọn gàng ",nghe nhạc thích đá bóng linux chơi game mình còn có thể chơi cầu lông nữa,4,4
1766,Nam,Bac Ninh,lúc nói nhiều lúc nói ít không thích sự ồn ào,bánh chocopie cứ đồ ăn là thích canh trứng cà chua,thích đi du lịch,"vui tính,  hòa đồng , dễ bắt chuyện ",hích võ taekwondo thích tiếng anh ngủ,4,7
1767,Nam,Tay Ninh,là một người khiêm nhường là 1 ng ít nói hướng nội cà thích ở 1 mình,lẩu gà đồ thái bánh chocopie pizza mì nước lọc,ngủ pokemon thường thức tác phẩm nghệ thuật mình còn có thể chơi cầu lông nữa,"người có ý thức, trách nhiệm, hoạt bát và quan tâm mọi người",nghe nhạc ngủ đọc tiểu thuyết thường hay quan tâm những tin tức về nó thich chơi thể thao võ,4,5
1768,Nữ,Hung Yen,nhưng không phải e sợ đám đông là người ít nói chuyện một người nửa hướng nội thích tham gia các hoạt động xã hội thích tận hưởng không gian 1 mình,mì tương đen gà phô mai bánh kẹp thịt nước ngọt bánh tráng bún đậu trà sữa,ngắm cảnh đi chơi cùng bạn bè người thân chơi thể thao đếm tiền,"Sạch sẽ, yên tĩnh, không câu nệ tiểu tiết",tìm hiểu về văn hóa các nơi lưới fb,4,5
1769,Nữ,Thai Binh,hay dài dòng,ăn đồ tốt cho sức khỏe nui xào ăn được đồ nặng mùi,code yoga,mong muốn có một người thích đánh cờ và năng động giống mình,thích ngủ,5,4
1770,Nữ,Binh Thuan,hướng nội - ngoại,trà đá nem nướng lẩu cá đuối,cũng không biết thích gì học ngoại ngữ trò chơi điện tử,"Mình thích người cùng phòng vui tính, hiền lành",các hoạt động phải chạy,3,2
1771,Nam,Bac Lieu,trầm tính. cũng hơi hướng ngoại hiếm khi thấy vui 50% hướng ngoài,không độ) đồ ăn: các món nước (bún,tám chuyện khám phá xung quanh,Vui vẻ chân thật,diy.. ngủ coi phim ăn,5,7
1772,Nam,Tien Giang,nói nhiều hướng nội nhưng thích đi chơi thích vui tìm người người làm đồ án tốt nghiệp chung.,"mì trộn khoai tây 1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép thích uống trà sữa ạ :v bánh mì kẹp các loại",vân vân... thích đi chơi với bạn bè đồ ăn ngọt trí tuệ như nhau nên điều đó cũng là một sự thú bị thích đá banh,"Hòa đồng, thẳng thắn, không nói xấu sau lưng, tốt bụng",đi chơi cùng bạn bè người thân đi tập thể dục,2,7
1773,Nữ,Ha Nam,thích 1 mình dễ tiếp xúc thích mọi thứ có trật tự thích sạch sẽ,nướng bánh ngọt chill fast food,đi cắm trại hít thở không khí trong lành ở công viên,"Vui vẻ, đồng cảm",phim truyền hình …,6,4
1774,Nữ,Quang Ninh,khá hòa đồng một người vui vẻ ở giữa hướng nội nóng nảy - ưu tư mình là người,nước ép. thích ăn gà dưa hấu,thích tiếng anh trang điểm,thằng bạn thích hút thuốc,mình thích hát sự logic học tiếng nhật,9,7
1775,Nữ,Hung Yen,hướng nội - ngoại nhưng ít nói dễ ngại lowkey,"đồ cuốn
pepsi thích ăn vặt xôi mặn",thích,"Hòa đồng , dễ nói chuyện ",android bơi lội. đông y,2,2
1776,Nam,Dak Lak,hoà đồng với mng thích đi đâu đó hướng ngoại partime,nướng gà rán hay đồ chiên,tám chuyện xem các show giải trí thực tế bói toán thư giãn,"Người hoà đồng, hài hước, quan tâm",xem tin tức công nghệ ngủ,5,2
