,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
7604,7604,Nữ,Ca Mau,hướng nội,củ dưa hấu các món ăn truyền thống hoặc món ăn đường phố việt nam mi tom,vệ sinh máy tính chơi bóng rổ,không,dễ chung sống,7,8
7605,7605,Nữ,Binh Dinh,dễ hòa nhập đúng ik chang mô tả mẫu :))),pepsi bánh tráng nước c2 chanh bánh bông lan dâu,thích chơi với chó mèo âm nhạc ( nghe nhạc),không,biết nghĩ cho người khác có thể hoạt bát nhưng im lặng lúc cả phòng đang làm việc,8,8
7606,7606,Nam,Binh Duong,hướng nội thích không gian yên tĩnh hòa đồng sáng nắng chiều mưa tốt bụng,thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua thích ăn mì cay mì ý,lướt mạng đi xe đạp,Có,học tốt chung sở thích không tính toán với bạn cùng phòng khác. một người hiểu biết rộng,9,10
7607,7607,Nữ,Ca Mau,nhiệt tình một người vui vẻ là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime,bún chả nướng nước cam,ăn xem tin tức công nghệ ca hát .. ko,không,sạch! gọn gàng!!!! hoạt bát… có tổ chức cùng chuyên ngành/ sở thích tính khôn lỏi,7,8
7608,7608,Nam,Dak Lak,nhạy cảm hoà đồng vui vẻ dễ chịu giống ví dụ ít nói nhưng hướng ngoại,olong thịt nướng e thik ăn các loại bánh mỳ trái cây,làm mô hình thích đi chơi với bạn bè lưới fb đi từ thiện chơi đàn piano,không,cá tính nói nhìu hoà đồng dễ tính tốt bụng,8,10
7609,7609,Nam,Bac Lieu,cá tính mạnh hướng ngoại vui vẻ hòa đồng là người thích ở một mình o tập thể,rau củ cháo lòng trà đào thạch sữa,đông y,không,dễ bắt chuyện chung ngành sạch sẽ thích nói chuyện không có ạ ở sách không bừa bộn,9,9
7610,7610,Nam,Lao Cai,đôi khi ko thích chia sẻ nhiều lắm hướng nội thích ở một mình không thích sự ồn ào 50% hướng ngoài thích đi dây đó,các loại thức ăn nhanh uống caffee đồ ngọt,nhảy,không,không soi mói dùng đồ của ng khác thì phải biết mượn,8,8
7611,7611,Nam,Binh Phuoc,hướng ngoại 65% hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ,"1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép mắm chưng thích ăn mì cay những món có vị chua",làm gốm tiêu tiền. phong thủy tập trung nghiên cứu một vấn đề nào đó vân vân...,không,quan tâm o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố giao tiếp khéo léo không quá thô thiển không soi mói mong muốn được ở cùng với người có sở thích khoa học với mình,7,10
7612,7612,Nữ,Lao Cai,thích một mình là người hướng lung tung thích làm việc nhưng không phải e sợ đám đông hoạt bát,đồ bún phở việt nam suit my taste is fine sinh tố bơ các loại xôi vs chè mì ý,phim hành động thích nhảy tin khoa học edit,không,mọi thứ rõ ràng im lặng người hoà đồng,8,8
7613,7613,Nam,Ca Mau,lười làm việc nhà í nói hướng nội dễ thương,cà phê sữa... các loại bánh ngọt,thích chơi đàn piano chụp ảnh tập trung nghiên cứu một vấn đề nào đó chơi đàn,không,ý thức người không nói quá nhiều hoạt bát… dễ nói chuyện hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình.,8,8
7614,7614,Nam,Quang Ngai,khó chịu là một người ít nói hướng nội nói nhiều hướng ngoại thích đi đây đó,7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu,chơi cầu lông lập trình đu otp,không,người có tính hòa đồng 1 người tốt bụng thích ăn thời gian của người khác tôn trọng bạn cùng phòng,9,8
7615,7615,Nữ,Long An,hoà đồng nhưng cũng thích ở một mình ít nói nhưng thích đám đông hoạt bát thích giao tiếp,bánh tôm chiên kem ốc quế... ăn sushi,thích đi du lịch,không,vui biết đúng sai vô duyên điểm khác biệt giữ 2 đứa. không quá xen cầu tiến,9,10
7616,7616,Nữ,Ha Giang,không thích nơi đông người o tập thể sống cống hiến nhạy cảm ưa mạo hiểm,e thik ăn các loại bánh mỳ thích ăn món mì cay olong trà dâu,bị người ta lùa gà tham gia hoạt động ngoại khoá,Có,hòa đồng k ồn sau 11h chủ động người có tính cách vui vẻ mình thích người cùng phòng vui tính,7,8
7617,7617,Nữ,Thai Binh,hay giận vu vơ thích ở 1 mình ở giữa hướng nội thích đi chơi cùng những người bạn thân thiết xàm,ăn được đồ nặng mùi gà rán hay đồ chiên nem nướng,ngôn ngữ thiết kế chơi đàn piano pha chế,không,vui hoà dồng tích cực không quậy phá ngành gì cũng được (khác ngành thì dễ nhờ hơn :>) không vô duyên,9,8
7618,7618,Nam,Lam Dong,sống lowkey lười giao tiếp... là một người thiếu ngủ,hủ tiếu trái cây mì cay trà sữa,pokemon chơi cờ vua,Có,dùng đồ của ng khác thì phải biết mượn hiền lành,7,7
7619,7619,Nữ,Binh Thuan,không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì thích yên tĩnh bán hướng nội ambivert mê chơi đá gà hướng nội nữa mùa,mặn món nào mình thấy hợp thì đều thích ăn món nướng ức gà,công nghệ,không,chung gu giải trí,9,8
7620,7620,Nam,Thanh Hoa,hướng nội với người ngoài thích suy diễn mọi chuyện trên đời chung chung cần cù không phải hướng nội nhưng không thích chỗ đông người,tắc mình thích trà bí đao ngô gia bún bò phở hu tiu com tam moutain dew,bơi lội. tâm lí học nhiều lắm . chơi được đa nghề :) các hoạt động phải chạy nói chuyện cùng bạn bè,không,biết chia sẻ công việc trong phòng bạn cùng phòng biết lùa gà thẳng thắn,7,6
7621,7621,Nam,Hai Duong,hướng nọpi,bún chả mì xào các loại thịt nướng quả,ăn uống thích vẽ thích nghe nhạc tám chuyện thích ngủ,không,yên tĩnh có ý thức giữ vệ sinh chung  giữ không gian riêng tư không ồn ào,8,7
7622,7622,Nữ,Nam Dinh ,tích cực rụt rè,"mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc",chơi đàn thường thức tác phẩm nghệ thuật nhảy dây o buổi chiều vẽ,không,tích cực với cuộc sống ngăn nắp là được cùng ngành có ý thức là được,8,5
7623,7623,Nữ,Son La,vui nhộn người hay thay đổi,các loại bạn,ca hát học tiếng nhật,không,vui vẻ nhiệt tình,9,8
7624,7624,Nam,Bac Lieu,ngăn nắp dù hay bày bừa (xong rồi dọn ngay),bánh tráng bún đậu trà sữa mì cay trà sữa cá dồ kho bánh bao fanta,xem các show giải trí thực tế nhảy thích xem tivi,không,thân thiện đặc biệt là tam quan đúng đắn thích gọn gàng,10,7
7625,7625,Nam,Bac Lieu,hướng nội nói nhiều hướng nội nhưng thích làm social media thích yên tĩnh,cút lộn rang me tôm mì đồ bình dân hoi.,nằm dài nghe nhạc,Có,vui hoà dồng người chịu chia sẻ cảm xúc của bản thân. là người vui tính biết đúng sai có cùng sở thích là một điểm cộng,8,8
7626,7626,Nữ,Hoa Binh,vui nhộn,thịt bò,thích chơi cầu lông ko thích gì hết,không,vui tính hòa đồng giữ vệ sinh nhà cửa sạch sẽ ham chơi 1 người vui tính,7,10
7627,7627,Nam,Quang Ngai,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao người hướng nội cởi mở hòa đồng trầm tính nói nhiều hướng ngoại thích đi đây đó,sushi bò kho fastfood,đi xe đạp,không,tôn trọng mình đồng cảm hoạt bát…,7,7
7628,7628,Nam,Thanh Hoa,vui nhộn hướng ngoại khi cần thiết hướng nội thích không gian yên tĩnh,uống rượu ức gà thích ăn đồ việt nam fastfood sandwich,đánh bóng bàn,Có,có chừng mực - vui vẻ vui tính thân thiện năng động giống mình,5,7
7629,7629,Nam,Bac Lieu,dễ chịu thích mọi thứ có trật tự,cơm trộn cũm được,chạy xe ngắm cảnh coi phim hoạt hình,không,hoạt bạt,9,9
7630,7630,Nam,Lao Cai,tìm người người làm đồ án tốt nghiệp chung. ít nói với người lạ,mắm chưng nước ép xôi mặn chè bưởi chanh muối,ios edit thể dục tiêu tiền.,không,không đòi mói mong muốn có một người bạn có cùng sở thích khám phá giống mình,9,10
7631,7631,Nữ,Ha Tinh,một người nửa hướng nội,tất cả các loại mì 0 độ vị đậm đà😋,thiết kế thích tiếng anh,không,sạch sẽ tôn trọng mình ... hay ham chơi dễ dãi,8,7
7632,7632,Nữ,Ha Giang,....,gà hấp nước mắm bánh gai các món về tôm bún chả nướng,hóng drama tò mò về cách vận hành của xã hội mac os học tiếng nhật,không,tâm lý =))) hoạt bát… suy đoán không nói xấu sau lưng,8,9
7633,7633,Nữ,Thanh Hoa,tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình ghét sự cô đơn người hướng nội cởi mở hướng ngoại ít nói thích ở một mình,cơm đậu hũ dồn thịt xốt cà buger tôm chiên nước c2 chanh,toán học,không,suy đoán không quá nóng tính,9,10
7634,7634,Nam,Long An,hướng nội + ngoại part time muốn một mình nhưng sợ cô đơn hướng nội vui vẻ hoạt bát năng động nhưng hơi hướng nội một người vui vẻ,nem nướng nha trang drink: (ưu tiên) nước lọc nước ngọt miễn là nước ngọt có ga,.. sở thích của mình là thay vì thoát khỏi áp lực mình thích hát đàn guzheng thích xem tivi,không,sạch! gọn gàng!!!! đánh giá nhưng đừng quá ồn ào. không có ạ,10,9
7635,7635,Nữ,Binh Phuoc,vui vẻ hoà đồng ở giữa hướng nội nói nhiều hướng ngoại thích đi đây đó hòa đồng,bánh tráng bún đậu trà sữa sữa milo,nằm dài nghe nhạc các chương trình giải trí thường hay quan tâm những tin tức về nó nghệ thuật,không,thông cảm gọn ràng sạch sẽ người chịu chia sẻ cảm xúc của bản thân.,9,10
7636,7636,Nam,Ha Giang,vui vẻ hoạt bát năng động nhưng hơi hướng nội hướng nội part time phần hướng nội nhiều hơn ở giữa hướng nội,ăn cơm nước ngọt có ga,ngắm cảnh đi xe đạp,không,mọi thứ rõ ràng ko so đo,10,9
7637,7637,Nam,An Giang,nhanh nhẹn tính cách thất thường thích ở một mình- lúc thích nói chuyện nhiều người hướng nội tích cực,mì tương đen,chiêm tinh,không,có tính tự giác hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối hoà đồng hoạt bát sạch sẽ điểm khác biệt giữ 2 đứa. không quá xen bình thường,5,10
7638,7638,Nữ,Ha Giang,tôi là một người ít nói người suy nghĩ nhiều,bún đậu,đọc sách.. đạp xe,không,vui vẻ muốn có bạn gái,9,7
7639,7639,Nữ,Bac Lieu,đôi khi ko thích chia sẻ nhiều lắm thích sạch sẽ hơi hướng nội không phải hướng nội nhưng không thích chỗ đông người ở giữa hướng nội,thích caffee thức ăn chill cafe cơm tấm thức ăn gì ngon đều yêu thích,thích xem phim tập trung nghiên cứu một vấn đề nào đó thích đi karaoke travelling cafe,không,luôn ham học hỏi,8,9
7640,7640,Nữ,Vung Tau,hướng nội - ngoại tốt bụng đôi khi ko thích chia sẻ nhiều lắm một người vui vẻ,bò kho suit my taste is fine pepsi bún bò phở hu tiu com tam,ios mình thích hát,không,không vô duyên sạch sẽ không bừa bộn cùng tần số với mình :)))). thật thà,8,7
7641,7641,Nữ,Binh Duong,vui vẻ thích cứ gái,đồ ăn vặt hoặc đồ hàn,chạy xe,không,chủ động hiền thích bạn cùng phòng dễ thương người sòng phẳng,8,8
7642,7642,Nam,Hung Yen,mình khá dễ hòa đồng nhưng tùy đối tượng,ít đường,o buổi chiều ... thế giới,không,phát triển bản thân năng động vui tính thân thiện năng động vui tính hòa đồng đừng quá bừa bộn,5,7
7643,7643,Nam,Tra Vinh,hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ lười làm việc nhà thích nơi đông người,miến trộn nước nha đam,thích chơi suốt ngày,không,tâm lý =))) tôn trọng không gian cá nhân hiểu chuyện.,7,9
7644,7644,Nữ,Hung Yen,khá hòa đồng dễ bắt chuyện,nước lọc mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má,chơi bóng rổ đọc truyện tranh,không,hay ham chơi hiền lành tinh ý một người hiểu biết rộng ..,10,7
7645,7645,Nữ,Binh Thuan,hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),pizaa ... thích ăn cay,stress thì mình đâm đầu vô luôn tò mò về cách vận hành của xã hội học tiếng nhật sở thích của mình là thay vì thoát khỏi áp lực thử nhiều điều mới,không,vui vẻ nhiệt tình cùng ngành tôn trọng bạn cùng phòng sạch sẽ ngăn nắp,7,7
7646,7646,Nam,Quang Ngai,trải nghiệm sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt khác trầm hướng nội thích không gian yên tĩnh,đồ nhướng,bóng rổ,không,em thích ở chung với người tôn trọng khoảng cách ngành công nghệ thông tin đặc biệt là tam quan đúng đắn dễ chung sống,8,5
